x,lambda_t,cdf_empirical,bernstein_1,bernstein_2,bernstein_3,bernstein_4,bernstein_5,bernstein_6,bernstein_7,bernstein_8,bernstein_9,bernstein_10,bernstein_11,bernstein_12,bernstein_13,bernstein_14,bernstein_15,bernstein_16,bernstein_17,bernstein_18,bernstein_19,bernstein_20,bernstein_21,bernstein_22,bernstein_23,bernstein_24,bernstein_25,bernstein_26,bernstein_27,bernstein_28,bernstein_29,bernstein_30,bernstein_31,bernstein_32,bernstein_33,bernstein_34,bernstein_35,bernstein_36,bernstein_37,bernstein_38,bernstein_39,bernstein_40,bernstein_41,bernstein_42,bernstein_43,bernstein_44,bernstein_45,bernstein_46,bernstein_47,bernstein_48,bernstein_49,bernstein_50
1.8478,1.3489,0.8889,0.8247,0.9580,0.7666,0.9586,0.8736,0.8856,0.7633,0.9641,0.9515,0.7431,0.7535,0.9339,0.7442,0.9603,0.9612,0.9353,0.8734,0.7104,0.8191,0.6091,0.9594,0.9134,0.9460,0.9113,0.7661,0.9526,0.8023,0.9537,0.8037,0.9077,0.9056,0.9586,0.9424,0.9062,0.9478,0.9623,0.9182,0.9179,0.7629,0.7233,0.7506,0.8561,0.8550,0.6211,0.7632,0.7679,0.7600,0.9420,0.9296,0.9530
2.0171,1.3489,0.8889,0.8289,0.9434,0.7884,0.9317,0.8606,0.8783,0.7699,0.9403,0.9284,0.7810,0.7637,0.9313,0.7703,0.9448,0.9452,0.9193,0.8767,0.7318,0.8262,0.6376,0.9319,0.9139,0.9257,0.9131,0.7774,0.9348,0.8122,0.9292,0.8229,0.9005,0.8997,0.9317,0.9345,0.9046,0.9312,0.9396,0.9116,0.9175,0.7804,0.7299,0.7738,0.8691,0.8565,0.6582,0.7805,0.7837,0.7848,0.9223,0.9235,0.9290
2.1865,1.3489,0.8889,0.8205,0.9194,0.7967,0.8958,0.8402,0.8665,0.7656,0.9089,0.8943,0.7942,0.7620,0.9186,0.7785,0.9201,0.9203,0.8894,0.8647,0.7389,0.8192,0.6538,0.8959,0.9007,0.8931,0.9004,0.7742,0.9064,0.8119,0.8946,0.8248,0.8853,0.8850,0.8958,0.9145,0.8874,0.9039,0.9086,0.8913,0.9114,0.7839,0.7248,0.7773,0.8748,0.8427,0.6808,0.7839,0.7848,0.7938,0.8908,0.9061,0.8946
2.3558,1.3489,1.0000,0.8009,0.8879,0.7926,0.8520,0.8127,0.8498,0.7519,0.8705,0.8514,0.7854,0.7499,0.8976,0.7715,0.8883,0.8884,0.8488,0.8401,0.7314,0.8003,0.6573,0.8521,0.8766,0.8509,0.8765,0.7576,0.8694,0.8020,0.8515,0.8115,0.8623,0.8622,0.8520,0.8854,0.8580,0.8680,0.8704,0.8601,0.8993,0.7742,0.7097,0.7637,0.8726,0.8153,0.6874,0.7742,0.7714,0.7877,0.8494,0.8794,0.8515
2.5251,1.3489,1.0000,0.7722,0.8511,0.7780,0.8020,0.7791,0.8287,0.7300,0.8268,0.8018,0.7593,0.7289,0.8704,0.7520,0.8512,0.8512,0.8005,0.8060,0.7109,0.7720,0.6493,0.8020,0.8444,0.8015,0.8443,0.7296,0.8263,0.7837,0.8018,0.7861,0.8326,0.8325,0.8020,0.8498,0.8196,0.8255,0.8267,0.8207,0.8821,0.7533,0.6867,0.7362,0.8631,0.7772,0.6786,0.7533,0.7450,0.7686,0.8007,0.8458,0.8018
2.6944,1.3489,1.0000,0.7369,0.8106,0.7553,0.7477,0.7408,0.8039,0.7016,0.7793,0.7476,0.7208,0.7011,0.8389,0.7231,0.8107,0.8107,0.7470,0.7653,0.6798,0.7368,0.6317,0.7477,0.8068,0.7475,0.8068,0.6928,0.7791,0.7586,0.7476,0.7517,0.7977,0.7977,0.7477,0.8100,0.7752,0.7786,0.7793,0.7758,0.8608,0.7238,0.6578,0.6988,0.8477,0.7312,0.6569,0.7238,0.7084,0.7393,0.7471,0.8075,0.7476
2.8638,1.3489,1.0000,0.6972,0.7684,0.7269,0.6912,0.6994,0.7765,0.6685,0.7298,0.6912,0.6745,0.6683,0.8051,0.6880,0.7684,0.7684,0.6909,0.7206,0.6411,0.6971,0.6072,0.6912,0.7662,0.6912,0.7662,0.6500,0.7298,0.7288,0.6912,0.7115,0.7596,0.7596,0.6912,0.7681,0.7276,0.7295,0.7298,0.7279,0.8368,0.6883,0.6249,0.6548,0.8279,0.6804,0.6253,0.6883,0.6646,0.7029,0.6909,0.7665,0.6912
3.0331,1.3521,1.0000,0.6551,0.7258,0.6949,0.6345,0.6564,0.7477,0.6324,0.6801,0.6344,0.6242,0.6323,0.7705,0.6491,0.7258,0.7258,0.6343,0.6741,0.5978,0.6551,0.5781,0.6345,0.7246,0.6344,0.7246,0.6037,0.6801,0.6960,0.6344,0.6681,0.7199,0.7199,0.6345,0.7257,0.6789,0.6800,0.6801,0.6791,0.8113,0.6492,0.5898,0.6073,0.8054,0.6275,0.5871,0.6492,0.6168,0.6623,0.6343,0.7248,0.6344
3.2024,1.3521,1.0000,0.6126,0.6842,0.6614,0.5790,0.6133,0.7185,0.5949,0.6316,0.5790,0.5727,0.5948,0.7363,0.6087,0.6842,0.6842,0.5789,0.6277,0.5523,0.6126,0.5465,0.5790,0.6836,0.5790,0.6836,0.5562,0.6316,0.6620,0.5790,0.6237,0.6804,0.6804,0.5790,0.6841,0.6309,0.6315,0.6316,0.6310,0.7856,0.6088,0.5542,0.5588,0.7818,0.5745,0.5452,0.6088,0.5674,0.6200,0.5789,0.6836,0.5790
3.3717,1.3521,1.0000,0.5710,0.6445,0.6277,0.5260,0.5713,0.6898,0.5573,0.5853,0.5260,0.5222,0.5573,0.7034,0.5684,0.6445,0.6445,0.5260,0.5827,0.5068,0.5710,0.5141,0.5260,0.6442,0.5260,0.6442,0.5093,0.5853,0.6280,0.5260,0.5802,0.6420,0.6420,0.5260,0.6445,0.5849,0.5852,0.5853,0.5849,0.7605,0.5685,0.5191,0.5111,0.7580,0.5232,0.5021,0.5685,0.5185,0.5778,0.5260,0.6442,0.5260
