x,lambda_t,cdf_empirical,bernstein_1,bernstein_2,bernstein_3,bernstein_4,bernstein_5,bernstein_6,bernstein_7,bernstein_8,bernstein_9,bernstein_10,bernstein_11,bernstein_12,bernstein_13,bernstein_14,bernstein_15,bernstein_16,bernstein_17,bernstein_18,bernstein_19,bernstein_20,bernstein_21,bernstein_22,bernstein_23,bernstein_24,bernstein_25,bernstein_26,bernstein_27,bernstein_28,bernstein_29,bernstein_30,bernstein_31,bernstein_32,bernstein_33,bernstein_34,bernstein_35,bernstein_36,bernstein_37,bernstein_38,bernstein_39,bernstein_40,bernstein_41,bernstein_42,bernstein_43,bernstein_44,bernstein_45,bernstein_46,bernstein_47,bernstein_48,bernstein_49,bernstein_50
1.4701,1.3884,0.9474,0.9303,0.7976,0.7496,0.8916,0.4630,0.8089,0.7550,0.8046,0.6783,0.7600,0.8608,0.7633,0.9467,0.6856,0.8565,0.5552,0.7947,0.9246,0.7388,0.5579,0.8412,0.8864,0.7976,0.7764,0.8842,0.7993,0.8140,0.8914,0.8626,0.9715,0.9276,0.8253,0.8480,0.5796,0.9371,0.6176,0.7272,0.7693,0.9606,0.8428,0.8338,0.7945,0.7785,0.8136,0.7985,0.9477,0.7115,0.7567,0.8699,0.7834
1.6163,1.3884,0.9474,0.9425,0.8348,0.7672,0.9135,0.5011,0.8447,0.7921,0.8282,0.7277,0.7732,0.8749,0.7887,0.9750,0.7348,0.8855,0.6156,0.8054,0.9393,0.7874,0.6070,0.8778,0.9047,0.8479,0.8112,0.9116,0.8307,0.8513,0.9379,0.8825,0.9855,0.9496,0.8569,0.8861,0.6220,0.9452,0.6801,0.7685,0.8286,0.9774,0.8831,0.8542,0.8285,0.8483,0.8509,0.8434,0.9524,0.7505,0.8133,0.8958,0.8062
1.7625,1.3884,0.9474,0.9478,0.8628,0.7888,0.9313,0.5354,0.8741,0.8219,0.8446,0.7781,0.7867,0.8860,0.8196,0.9893,0.7810,0.9129,0.6738,0.8211,0.9486,0.8327,0.6554,0.9077,0.9202,0.8906,0.8425,0.9288,0.8559,0.8801,0.9670,0.9067,0.9930,0.9669,0.8861,0.9168,0.6642,0.9511,0.7361,0.7966,0.8815,0.9878,0.9156,0.8705,0.8600,0.8994,0.8799,0.8823,0.9581,0.7891,0.8524,0.9206,0.8291
1.9087,1.3884,0.9474,0.9511,0.8820,0.8127,0.9455,0.5667,0.8970,0.8442,0.8590,0.8256,0.8005,0.8948,0.8516,0.9952,0.8234,0.9370,0.7267,0.8418,0.9557,0.8732,0.7000,0.9321,0.9332,0.9250,0.8697,0.9404,0.8752,0.9015,0.9831,0.9309,0.9965,0.9792,0.9121,0.9416,0.7023,0.9567,0.7834,0.8163,0.9241,0.9936,0.9413,0.8816,0.8881,0.9344,0.9013,0.9151,0.9650,0.8236,0.8765,0.9421,0.8540
2.0549,1.3884,0.9474,0.9541,0.8943,0.8363,0.9565,0.5960,0.9142,0.8603,0.8740,0.8658,0.8152,0.9025,0.8800,0.9963,0.8609,0.9556,0.7725,0.8655,0.9617,0.9072,0.7385,0.9512,0.9437,0.9505,0.8922,0.9486,0.8896,0.9172,0.9904,0.9514,0.9970,0.9866,0.9338,0.9601,0.7334,0.9622,0.8220,0.8313,0.9539,0.9958,0.9603,0.8880,0.9105,0.9568,0.9169,0.9407,0.9717,0.8520,0.8905,0.9588,0.8790
2.2011,1.3884,0.9474,0.9566,0.9017,0.8573,0.9640,0.6234,0.9263,0.8711,0.8897,0.8962,0.8302,0.9093,0.9019,0.9941,0.8918,0.9677,0.8102,0.8891,0.9663,0.9333,0.7695,0.9643,0.9514,0.9667,0.9098,0.9540,0.9000,0.9284,0.9916,0.9658,0.9951,0.9891,0.9498,0.9717,0.7566,0.9667,0.8519,0.8430,0.9711,0.9950,0.9723,0.8906,0.9260,0.9696,0.9278,0.9581,0.9765,0.8735,0.8985,0.9698,0.9012
2.3473,1.3884,0.9474,0.9574,0.9055,0.8740,0.9676,0.6480,0.9333,0.8773,0.9043,0.9160,0.8444,0.9146,0.9160,0.9885,0.9145,0.9725,0.8393,0.9093,0.9681,0.9501,0.7923,0.9709,0.9557,0.9738,0.9224,0.9563,0.9069,0.9352,0.9879,0.9733,0.9904,0.9869,0.9593,0.9759,0.7724,0.9687,0.8732,0.8516,0.9773,0.9914,0.9772,0.8899,0.9340,0.9744,0.9340,0.9668,0.9778,0.8878,0.9025,0.9745,0.9182
2.4935,1.3884,1.0000,0.9548,0.9053,0.8851,0.9661,0.6687,0.9348,0.8790,0.9153,0.9255,0.8558,0.9170,0.9223,0.9786,0.9272,0.9700,0.8597,0.9236,0.9654,0.9572,0.8062,0.9705,0.9558,0.9725,0.9297,0.9544,0.9101,0.9374,0.9793,0.9738,0.9822,0.9796,0.9616,0.9726,0.7819,0.9666,0.8856,0.8566,0.9742,0.9845,0.9750,0.8859,0.9347,0.9719,0.9351,0.9668,0.9742,0.8948,0.9029,0.9727,0.9285
2.6397,1.3884,1.0000,0.9473,0.9006,0.8896,0.9588,0.6847,0.9301,0.8763,0.9204,0.9254,0.8624,0.9148,0.9213,0.9636,0.9293,0.9600,0.8709,0.9302,0.9569,0.9549,0.8111,0.9630,0.9508,0.9633,0.9313,0.9472,0.9090,0.9343,0.9654,0.9677,0.9696,0.9670,0.9565,0.9619,0.7862,0.9590,0.8891,0.8572,0.9631,0.9736,0.9659,0.8779,0.9280,0.9624,0.9303,0.9583,0.9649,0.8947,0.8985,0.9642,0.9318
2.7859,1.3884,1.0000,0.9337,0.8907,0.8864,0.9450,0.6953,0.9189,0.8692,0.9181,0.9166,0.8626,0.9066,0.9136,0.9424,0.9204,0.9426,0.8730,0.9284,0.9418,0.9437,0.8070,0.9484,0.9399,0.9467,0.9270,0.9337,0.9029,0.9254,0.9456,0.9552,0.9520,0.9486,0.9439,0.9438,0.7857,0.9450,0.8842,0.8528,0.9446,0.9584,0.9502,0.8652,0.9139,0.9460,0.9190,0.9417,0.9493,0.8874,0.8882,0.9490,0.9281
