x,lambda_t,cdf_empirical,bernstein_1,bernstein_2,bernstein_3,bernstein_4,bernstein_5,bernstein_6,bernstein_7,bernstein_8,bernstein_9,bernstein_10,bernstein_11,bernstein_12,bernstein_13,bernstein_14,bernstein_15,bernstein_16,bernstein_17,bernstein_18,bernstein_19,bernstein_20,bernstein_21,bernstein_22,bernstein_23,bernstein_24,bernstein_25,bernstein_26,bernstein_27,bernstein_28,bernstein_29,bernstein_30,bernstein_31,bernstein_32,bernstein_33,bernstein_34,bernstein_35,bernstein_36,bernstein_37,bernstein_38,bernstein_39,bernstein_40,bernstein_41,bernstein_42,bernstein_43,bernstein_44,bernstein_45,bernstein_46,bernstein_47,bernstein_48,bernstein_49,bernstein_50
1.8965,1.2634,1.0000,0.9285,0.6311,0.8379,0.8457,0.9520,0.9340,0.7150,0.7903,0.8906,0.8940,0.9595,0.9655,0.8978,0.8350,0.9508,0.9427,0.8783,0.7146,0.9166,0.5518,0.8337,0.9195,0.7891,0.9377,0.9626,0.6952,0.8605,0.9514,0.8515,0.8895,0.9524,0.9388,0.7858,0.9463,0.9312,0.9507,0.8558,0.8556,0.8306,0.8657,0.8731,0.9356,0.9643,0.9655,0.9326,0.8453,0.8721,0.7559,0.9071,0.9537
2.0786,1.2634,1.0000,0.9178,0.6479,0.8457,0.8316,0.9197,0.9179,0.7195,0.8175,0.8744,0.8928,0.9378,0.9478,0.8849,0.8245,0.9193,0.9156,0.8810,0.7414,0.8977,0.5492,0.8240,0.9125,0.8006,0.9121,0.9393,0.7147,0.8682,0.9195,0.8541,0.8832,0.9198,0.9201,0.7792,0.9172,0.9153,0.9192,0.8700,0.8586,0.8353,0.8608,0.8624,0.9185,0.9399,0.9478,0.9197,0.8440,0.8546,0.7672,0.8960,0.9278
2.2607,1.2634,1.0000,0.8950,0.6535,0.8363,0.8087,0.8775,0.8872,0.7166,0.8245,0.8451,0.8721,0.9073,0.9226,0.8605,0.8015,0.8774,0.8758,0.8686,0.7485,0.8644,0.5408,0.8014,0.8922,0.8002,0.8737,0.9080,0.7209,0.8600,0.8775,0.8473,0.8570,0.8776,0.8881,0.7654,0.8765,0.8855,0.8774,0.8739,0.8449,0.8208,0.8380,0.8435,0.8874,0.9082,0.9226,0.8958,0.8320,0.8291,0.7675,0.8656,0.8920
2.4427,1.2634,1.0000,0.8627,0.6469,0.8117,0.7790,0.8270,0.8461,0.7059,0.8145,0.8044,0.8374,0.8699,0.8915,0.8261,0.7673,0.8270,0.8263,0.8441,0.7368,0.8194,0.5274,0.7673,0.8612,0.7881,0.8252,0.8702,0.7140,0.8387,0.8270,0.8322,0.8158,0.8270,0.8464,0.7438,0.8266,0.8450,0.8270,0.8682,0.8171,0.7900,0.8009,0.8175,0.8461,0.8703,0.8915,0.8630,0.8105,0.7962,0.7578,0.8212,0.8483
2.6248,1.2634,1.0000,0.8236,0.6288,0.7756,0.7446,0.7704,0.7980,0.6881,0.7914,0.7551,0.7931,0.8277,0.8564,0.7838,0.7242,0.7704,0.7702,0.8108,0.7091,0.7662,0.5097,0.7242,0.8228,0.7664,0.7696,0.8278,0.6956,0.8075,0.7704,0.8103,0.7645,0.7704,0.7981,0.7150,0.7703,0.7974,0.7704,0.8545,0.7789,0.7469,0.7534,0.7856,0.7980,0.8278,0.8564,0.8237,0.7816,0.7571,0.7394,0.7677,0.7990
2.8069,1.2634,1.0000,0.7804,0.6011,0.7318,0.7075,0.7103,0.7460,0.6647,0.7594,0.7002,0.7434,0.7827,0.8189,0.7364,0.6750,0.7103,0.7102,0.7718,0.6698,0.7080,0.4888,0.6750,0.7801,0.7373,0.7099,0.7827,0.6681,0.7699,0.7103,0.7837,0.7072,0.7103,0.7461,0.6805,0.7103,0.7458,0.7103,0.8349,0.7337,0.6956,0.6994,0.7497,0.7460,0.7827,0.8189,0.7805,0.7474,0.7135,0.7144,0.7091,0.7465
2.9890,1.2634,1.0000,0.7356,0.5663,0.6840,0.6694,0.6492,0.6928,0.6376,0.7222,0.6426,0.6914,0.7369,0.7807,0.6865,0.6225,0.6492,0.6491,0.7300,0.6229,0.6479,0.4658,0.6225,0.7355,0.7037,0.6490,0.7369,0.6344,0.7289,0.6492,0.7541,0.6476,0.6492,0.6928,0.6422,0.6491,0.6927,0.6492,0.8114,0.6850,0.6401,0.6422,0.7114,0.6928,0.7369,0.7807,0.7356,0.7102,0.6676,0.6848,0.6486,0.6930
3.1711,1.2575,1.0000,0.6911,0.5271,0.6349,0.6320,0.5891,0.6403,0.6086,0.6826,0.5849,0.6396,0.6918,0.7432,0.6363,0.5692,0.5891,0.5891,0.6875,0.5723,0.5884,0.4419,0.5692,0.6911,0.6677,0.5890,0.6918,0.5971,0.6869,0.5891,0.7233,0.5882,0.5891,0.6403,0.6019,0.5891,0.6403,0.5891,0.7862,0.6355,0.5836,0.5847,0.6725,0.6403,0.6918,0.7432,0.6911,0.6719,0.6212,0.6526,0.5888,0.6404
3.3532,1.2575,1.0000,0.6484,0.4859,0.5869,0.5961,0.5317,0.5902,0.5792,0.6431,0.5290,0.5898,0.6487,0.7073,0.5876,0.5169,0.5317,0.5317,0.6461,0.5212,0.5313,0.4181,0.5169,0.6484,0.6314,0.5316,0.6487,0.5585,0.6458,0.5317,0.6926,0.5313,0.5317,0.5902,0.5614,0.5317,0.5901,0.5317,0.7606,0.5872,0.5284,0.5290,0.6344,0.5902,0.6487,0.7073,0.6484,0.6340,0.5758,0.6196,0.5316,0.5902
3.5353,1.2575,1.0000,0.6084,0.4446,0.5414,0.5627,0.4781,0.5433,0.5505,0.6051,0.4765,0.5431,0.6086,0.6738,0.5417,0.4673,0.4781,0.4781,0.6069,0.4716,0.4779,0.3951,0.4673,0.6084,0.5962,0.4781,0.6086,0.5203,0.6068,0.4781,0.6630,0.4779,0.4781,0.5433,0.5221,0.4781,0.5433,0.4781,0.7358,0.5415,0.4761,0.4765,0.5980,0.5433,0.6086,0.6738,0.6084,0.5978,0.5327,0.5872,0.4781,0.5433
