x,lambda_t,cdf_empirical,bernstein_1,bernstein_2,bernstein_3,bernstein_4,bernstein_5,bernstein_6,bernstein_7,bernstein_8,bernstein_9,bernstein_10,bernstein_11,bernstein_12,bernstein_13,bernstein_14,bernstein_15,bernstein_16,bernstein_17,bernstein_18,bernstein_19,bernstein_20,bernstein_21,bernstein_22,bernstein_23,bernstein_24,bernstein_25,bernstein_26,bernstein_27,bernstein_28,bernstein_29,bernstein_30,bernstein_31,bernstein_32,bernstein_33,bernstein_34,bernstein_35,bernstein_36,bernstein_37,bernstein_38,bernstein_39,bernstein_40,bernstein_41,bernstein_42,bernstein_43,bernstein_44,bernstein_45,bernstein_46,bernstein_47,bernstein_48,bernstein_49,bernstein_50
1.3547,0.9823,0.8889,0.8819,0.7397,0.6709,0.7029,0.9711,0.9613,0.9584,0.8041,0.9678,0.6398,0.9616,0.9443,0.7842,0.7216,0.8089,0.7320,0.8062,0.8755,0.7712,0.9362,0.3190,0.8302,0.9813,0.8814,0.7262,0.7320,0.8410,0.8683,0.9961,0.9510,0.8800,0.9439,0.8295,0.9070,0.8528,0.6501,0.8286,0.7426,0.6256,0.9923,0.8328,0.8424,0.8816,0.8113,0.8107,0.8892,0.7805,0.7882,0.8279,0.9083
1.4858,0.9823,0.8889,0.8854,0.7745,0.7244,0.7618,0.9794,0.9738,0.9681,0.8364,0.9762,0.7123,0.9740,0.9594,0.8164,0.7646,0.8333,0.7517,0.8301,0.8819,0.8154,0.9584,0.3591,0.8569,0.9849,0.8934,0.7496,0.7826,0.8611,0.9021,0.9941,0.9673,0.8920,0.9610,0.8568,0.9214,0.8628,0.6808,0.8564,0.7882,0.6424,0.9898,0.8559,0.8616,0.8863,0.8323,0.8321,0.8891,0.8014,0.8189,0.8525,0.9322
1.6169,0.9823,0.8889,0.8860,0.8010,0.7660,0.8024,0.9803,0.9761,0.9706,0.8614,0.9757,0.7689,0.9763,0.9656,0.8433,0.7967,0.8464,0.7693,0.8498,0.8830,0.8468,0.9673,0.3981,0.8805,0.9820,0.9017,0.7655,0.8214,0.8782,0.9236,0.9895,0.9723,0.8995,0.9673,0.8764,0.9308,0.8683,0.7084,0.8763,0.8201,0.6535,0.9829,0.8755,0.8784,0.8880,0.8507,0.8506,0.8877,0.8188,0.8423,0.8722,0.9444
1.7481,0.9823,0.8889,0.8838,0.8194,0.7958,0.8266,0.9750,0.9705,0.9663,0.8786,0.9678,0.8087,0.9706,0.9636,0.8625,0.8181,0.8497,0.7834,0.8648,0.8799,0.8659,0.9657,0.4335,0.8994,0.9736,0.9059,0.7752,0.8475,0.8909,0.9329,0.9822,0.9684,0.9023,0.9648,0.8879,0.9350,0.8696,0.7300,0.8879,0.8394,0.6600,0.9714,0.8894,0.8910,0.8873,0.8652,0.8652,0.8846,0.8322,0.8584,0.8852,0.9463
1.8792,0.9823,0.8889,0.8787,0.8296,0.8143,0.8367,0.9644,0.9584,0.9555,0.8877,0.9531,0.8326,0.9585,0.9541,0.8730,0.8295,0.8449,0.7929,0.8741,0.8729,0.8736,0.9559,0.4634,0.9124,0.9599,0.9055,0.7796,0.8609,0.8984,0.9307,0.9718,0.9573,0.8999,0.9549,0.8913,0.9335,0.8670,0.7437,0.8913,0.8476,0.6627,0.9549,0.8958,0.8984,0.8843,0.8743,0.8743,0.8790,0.8406,0.8671,0.8899,0.9389
2.0103,0.9823,0.8889,0.8702,0.8316,0.8219,0.8352,0.9491,0.9405,0.9387,0.8889,0.9323,0.8421,0.9406,0.9380,0.8743,0.8319,0.8331,0.7974,0.8770,0.8618,0.8709,0.9393,0.4866,0.9189,0.9413,0.9002,0.7790,0.8624,0.9001,0.9184,0.9583,0.9400,0.8919,0.9384,0.8869,0.9260,0.8610,0.7486,0.8869,0.8465,0.6619,0.9332,0.8940,0.9001,0.8786,0.8770,0.8770,0.8704,0.8429,0.8679,0.8855,0.9232
2.1415,0.9823,0.8889,0.8583,0.8252,0.8192,0.8242,0.9293,0.9175,0.9164,0.8829,0.9059,0.8390,0.9175,0.9161,0.8669,0.8262,0.8155,0.7967,0.8731,0.8466,0.8588,0.9169,0.5025,0.9191,0.9179,0.8898,0.7735,0.8534,0.8961,0.8974,0.9414,0.9173,0.8781,0.9163,0.8753,0.9126,0.8522,0.7446,0.8753,0.8375,0.6580,0.9063,0.8840,0.8961,0.8700,0.8731,0.8731,0.8584,0.8385,0.8610,0.8722,0.9001
2.2726,0.9823,0.8889,0.8429,0.8109,0.8072,0.8053,0.9057,0.8900,0.8893,0.8702,0.8743,0.8252,0.8900,0.8892,0.8518,0.8135,0.7931,0.7913,0.8627,0.8272,0.8385,0.8897,0.5110,0.9135,0.8901,0.8744,0.7632,0.8352,0.8867,0.8693,0.9216,0.8898,0.8587,0.8893,0.8572,0.8940,0.8410,0.7324,0.8572,0.8219,0.6512,0.8745,0.8664,0.8867,0.8586,0.8627,0.8627,0.8429,0.8274,0.8468,0.8507,0.8708
2.4037,0.9823,1.0000,0.8240,0.7893,0.7872,0.7802,0.8788,0.8586,0.8582,0.8520,0.8384,0.8026,0.8586,0.8581,0.8301,0.7948,0.7669,0.7817,0.8464,0.8038,0.8115,0.8584,0.5125,0.9030,0.8586,0.8545,0.7485,0.8094,0.8726,0.8355,0.8990,0.8585,0.8343,0.8582,0.8335,0.8707,0.8279,0.7130,0.8335,0.8008,0.6418,0.8385,0.8424,0.8726,0.8442,0.8464,0.8464,0.8240,0.8100,0.8261,0.8222,0.8363
2.5348,0.9823,1.0000,0.8022,0.7616,0.7604,0.7500,0.8492,0.8241,0.8239,0.8292,0.7990,0.7731,0.8241,0.8239,0.8031,0.7711,0.7377,0.7686,0.8252,0.7771,0.7789,0.8240,0.5077,0.8886,0.8241,0.8307,0.7298,0.7777,0.8546,0.7973,0.8744,0.8241,0.8055,0.8239,0.8051,0.8438,0.8133,0.6878,0.8051,0.7754,0.6300,0.7990,0.8132,0.8546,0.8273,0.8252,0.8252,0.8022,0.7870,0.8001,0.7881,0.7977
