x,lambda_t,cdf_empirical,bernstein_1,bernstein_2,bernstein_3,bernstein_4,bernstein_5,bernstein_6,bernstein_7,bernstein_8,bernstein_9,bernstein_10,bernstein_11,bernstein_12,bernstein_13,bernstein_14,bernstein_15,bernstein_16,bernstein_17,bernstein_18,bernstein_19,bernstein_20,bernstein_21,bernstein_22,bernstein_23,bernstein_24,bernstein_25,bernstein_26,bernstein_27,bernstein_28,bernstein_29,bernstein_30,bernstein_31,bernstein_32,bernstein_33,bernstein_34,bernstein_35,bernstein_36,bernstein_37,bernstein_38,bernstein_39,bernstein_40,bernstein_41,bernstein_42,bernstein_43,bernstein_44,bernstein_45,bernstein_46,bernstein_47,bernstein_48,bernstein_49,bernstein_50
1.1106,1.0233,0.7368,0.7304,0.6189,0.6452,0.7109,0.7862,0.5681,0.9040,0.6592,0.6719,0.8937,0.6875,0.8019,0.7181,0.7716,0.9533,0.6956,0.7991,0.6420,0.6205,0.7004,0.6473,0.8239,0.8879,0.6774,0.7023,0.8433,0.6382,0.7084,0.8484,0.8710,0.7890,0.5841,0.8281,0.7225,0.7589,0.8779,0.8432,0.7535,0.6715,0.8692,0.6893,0.8394,0.8332,0.7365,0.5974,0.6202,0.8645,0.6604,0.7536,0.8293
1.2167,1.0233,0.7895,0.7640,0.6862,0.6850,0.7422,0.7889,0.6207,0.9276,0.6915,0.6973,0.9193,0.7120,0.8258,0.7394,0.7918,0.9631,0.7569,0.8120,0.6634,0.6797,0.7538,0.6735,0.8520,0.9082,0.7050,0.7395,0.8919,0.6895,0.7474,0.8827,0.8973,0.8211,0.6271,0.8673,0.7824,0.8044,0.8921,0.8455,0.7664,0.7185,0.8820,0.7408,0.8429,0.8526,0.7542,0.6503,0.6509,0.8800,0.7084,0.7734,0.8659
1.3229,1.0233,0.8421,0.7932,0.7546,0.7215,0.7795,0.7906,0.6621,0.9495,0.7164,0.7258,0.9341,0.7273,0.8556,0.7602,0.8146,0.9725,0.8098,0.8273,0.6896,0.7309,0.8044,0.6949,0.8745,0.9250,0.7344,0.7720,0.9305,0.7337,0.7787,0.9065,0.9216,0.8564,0.6690,0.8985,0.8342,0.8444,0.9032,0.8496,0.7818,0.7623,0.8892,0.7828,0.8462,0.8695,0.7721,0.7000,0.6823,0.8887,0.7553,0.7837,0.8983
1.4290,1.0233,0.8421,0.8175,0.8183,0.7511,0.8192,0.7932,0.6930,0.9675,0.7376,0.7556,0.9420,0.7377,0.8886,0.7795,0.8390,0.9812,0.8508,0.8442,0.7199,0.7709,0.8499,0.7151,0.8935,0.9406,0.7640,0.8003,0.9583,0.7715,0.8037,0.9226,0.9429,0.8911,0.7096,0.9230,0.8766,0.8773,0.9129,0.8559,0.7978,0.8034,0.8934,0.8149,0.8511,0.8858,0.7901,0.7433,0.7131,0.8936,0.7998,0.7894,0.9267
1.5351,1.0233,0.8421,0.8382,0.8722,0.7735,0.8568,0.7978,0.7164,0.9807,0.7565,0.7848,0.9463,0.7469,0.9203,0.7970,0.8632,0.9882,0.8801,0.8609,0.7522,0.8002,0.8882,0.7361,0.9097,0.9549,0.7918,0.8253,0.9766,0.8033,0.8236,0.9331,0.9606,0.9217,0.7484,0.9421,0.9092,0.9024,0.9219,0.8644,0.8131,0.8417,0.8965,0.8397,0.8582,0.9022,0.8068,0.7780,0.7418,0.8972,0.8393,0.7940,0.9501
1.6413,1.0233,0.8421,0.8571,0.9139,0.7903,0.8895,0.8052,0.7359,0.9893,0.7739,0.8121,0.9492,0.7574,0.9471,0.8126,0.8861,0.9931,0.9005,0.8762,0.7843,0.8217,0.9185,0.7579,0.9225,0.9674,0.8161,0.8483,0.9877,0.8294,0.8399,0.9396,0.9742,0.9466,0.7839,0.9568,0.9333,0.9202,0.9302,0.8747,0.8270,0.8766,0.9000,0.8601,0.8677,0.9186,0.8211,0.8039,0.7668,0.9009,0.8721,0.7996,0.9680
1.7474,1.0233,0.8421,0.8756,0.9438,0.8037,0.9160,0.8159,0.7544,0.9944,0.7899,0.8370,0.9520,0.7703,0.9671,0.8266,0.9064,0.9962,0.9148,0.8895,0.8146,0.8385,0.9414,0.7796,0.9322,0.9774,0.8367,0.8698,0.9938,0.8503,0.8537,0.9433,0.9839,0.9652,0.8150,0.9683,0.9509,0.9318,0.9373,0.8862,0.8393,0.9071,0.9048,0.8785,0.8788,0.9343,0.8328,0.8225,0.7874,0.9055,0.8977,0.8074,0.9805
1.8535,1.0233,0.8421,0.8942,0.9640,0.8154,0.9366,0.8295,0.7737,0.9969,0.8050,0.8596,0.9552,0.7855,0.9806,0.8393,0.9238,0.9979,0.9253,0.9008,0.8425,0.8533,0.9580,0.7999,0.9389,0.9849,0.8540,0.8900,0.9967,0.8667,0.8660,0.9453,0.9903,0.9781,0.8411,0.9770,0.9637,0.9388,0.9434,0.8983,0.8501,0.9325,0.9111,0.8956,0.8908,0.9488,0.8426,0.8359,0.8041,0.9109,0.9169,0.8178,0.9885
1.9597,1.0233,0.8947,0.9123,0.9769,0.8262,0.9522,0.8453,0.7944,0.9978,0.8195,0.8800,0.9589,0.8022,0.9886,0.8512,0.9382,0.9986,0.9331,0.9102,0.8677,0.8674,0.9698,0.8182,0.9434,0.9898,0.8688,0.9085,0.9977,0.8794,0.8773,0.9462,0.9939,0.9863,0.8619,0.9834,0.9730,0.9426,0.9485,0.9106,0.8597,0.9524,0.9189,0.9118,0.9026,0.9611,0.8516,0.8462,0.8177,0.9170,0.9310,0.8304,0.9930
2.0658,1.0233,1.0000,0.9290,0.9843,0.8364,0.9635,0.8620,0.8161,0.9973,0.8331,0.8982,0.9627,0.8193,0.9926,0.8625,0.9496,0.9984,0.9388,0.9179,0.8899,0.8813,0.9775,0.8343,0.9461,0.9925,0.8816,0.9249,0.9973,0.8891,0.8878,0.9462,0.9953,0.9908,0.8781,0.9873,0.9794,0.9441,0.9528,0.9224,0.8681,0.9668,0.9275,0.9263,0.9135,0.9707,0.8604,0.8546,0.8290,0.9232,0.9411,0.8445,0.9948
