x,lambda_t,cdf_empirical,bernstein_1,bernstein_2,bernstein_3,bernstein_4,bernstein_5,bernstein_6,bernstein_7,bernstein_8,bernstein_9,bernstein_10,bernstein_11,bernstein_12,bernstein_13,bernstein_14,bernstein_15,bernstein_16,bernstein_17,bernstein_18,bernstein_19,bernstein_20,bernstein_21,bernstein_22,bernstein_23,bernstein_24,bernstein_25,bernstein_26,bernstein_27,bernstein_28,bernstein_29,bernstein_30,bernstein_31,bernstein_32,bernstein_33,bernstein_34,bernstein_35,bernstein_36,bernstein_37,bernstein_38,bernstein_39,bernstein_40,bernstein_41,bernstein_42,bernstein_43,bernstein_44,bernstein_45,bernstein_46,bernstein_47,bernstein_48,bernstein_49,bernstein_50
2.8514,0.8854,0.9394,0.9260,0.9696,0.9611,0.9921,0.9530,0.8147,0.8828,0.9835,0.9238,0.9674,0.9755,0.9400,0.9697,0.9953,0.9871,0.9428,0.9902,0.8725,0.8939,0.9917,0.9953,0.9892,0.9301,0.9968,0.9411,0.9336,0.9675,0.8831,0.8007,0.9787,0.9154,0.9702,0.9549,0.9285,0.9989,0.9912,0.8399,0.8085,0.9714,0.9429,0.9829,0.9345,0.9354,0.8170,1.0000,0.9815,0.9378,0.9620,0.9315,0.9816
3.1358,0.8773,0.9596,0.9493,0.9706,0.9781,0.9976,0.9636,0.8481,0.9019,0.9958,0.9361,0.9752,0.9799,0.9486,0.9697,0.9994,0.9971,0.9521,0.9951,0.8858,0.9121,0.9968,0.9994,0.9959,0.9346,0.9997,0.9501,0.9534,0.9805,0.9167,0.8334,0.9841,0.9369,0.9758,0.9595,0.9459,1.0000,0.9968,0.8589,0.8211,0.9786,0.9596,0.9938,0.9548,0.9575,0.8430,1.0000,0.9893,0.9575,0.9803,0.9413,0.9920
3.4203,0.8773,0.9697,0.9635,0.9751,0.9906,0.9998,0.9712,0.8813,0.9182,0.9996,0.9529,0.9837,0.9830,0.9529,0.9705,1.0000,0.9998,0.9607,0.9990,0.8986,0.9203,0.9996,1.0000,0.9994,0.9398,1.0000,0.9602,0.9658,0.9875,0.9445,0.8821,0.9886,0.9508,0.9797,0.9632,0.9616,1.0000,0.9996,0.8680,0.8449,0.9818,0.9683,0.9989,0.9733,0.9705,0.8596,1.0000,0.9973,0.9673,0.9882,0.9519,0.9987
3.7047,0.8773,0.9697,0.9719,0.9835,0.9976,1.0000,0.9787,0.8966,0.9355,1.0000,0.9715,0.9887,0.9872,0.9622,0.9746,1.0000,1.0000,0.9673,0.9999,0.9137,0.9293,1.0000,1.0000,1.0000,0.9477,1.0000,0.9679,0.9713,0.9922,0.9631,0.9128,0.9908,0.9575,0.9834,0.9696,0.9761,1.0000,1.0000,0.8795,0.8617,0.9877,0.9746,0.9999,0.9849,0.9787,0.8713,1.0000,0.9997,0.9707,0.9903,0.9585,0.9999
3.9891,0.8773,0.9899,0.9794,0.9920,0.9995,0.9999,0.9879,0.9072,0.9518,0.9999,0.9865,0.9909,0.9898,0.9747,0.9831,0.9999,0.9999,0.9720,0.9999,0.9278,0.9449,0.9999,0.9999,0.9999,0.9625,0.9999,0.9768,0.9778,0.9961,0.9730,0.9276,0.9934,0.9600,0.9896,0.9776,0.9859,0.9999,0.9999,0.8983,0.8768,0.9944,0.9794,0.9999,0.9900,0.9856,0.8864,0.9999,0.9999,0.9745,0.9921,0.9621,0.9999
4.2735,0.8773,0.9899,0.9848,0.9964,0.9989,0.9993,0.9939,0.9191,0.9650,0.9989,0.9942,0.9924,0.9910,0.9850,0.9910,0.9991,0.9990,0.9764,0.9990,0.9368,0.9609,0.9990,0.9990,0.9990,0.9782,0.9989,0.9856,0.9857,0.9977,0.9791,0.9349,0.9956,0.9616,0.9946,0.9855,0.9922,0.9990,0.9990,0.9208,0.8938,0.9973,0.9825,0.9990,0.9924,0.9896,0.9016,0.9989,0.9989,0.9792,0.9940,0.9667,0.9988
4.5580,0.8773,0.9899,0.9841,0.9942,0.9946,0.9961,0.9929,0.9289,0.9717,0.9941,0.9935,0.9907,0.9894,0.9885,0.9924,0.9952,0.9946,0.9780,0.9947,0.9395,0.9699,0.9947,0.9946,0.9951,0.9852,0.9944,0.9887,0.9883,0.9943,0.9804,0.9349,0.9936,0.9619,0.9934,0.9884,0.9925,0.9946,0.9949,0.9375,0.9056,0.9942,0.9825,0.9951,0.9915,0.9890,0.9133,0.9944,0.9942,0.9803,0.9921,0.9699,0.9939
4.8424,0.8773,0.9899,0.9724,0.9820,0.9813,0.9867,0.9807,0.9295,0.9657,0.9799,0.9818,0.9794,0.9794,0.9801,0.9828,0.9835,0.9816,0.9706,0.9818,0.9333,0.9664,0.9818,0.9813,0.9830,0.9762,0.9809,0.9793,0.9781,0.9815,0.9715,0.9263,0.9820,0.9552,0.9815,0.9806,0.9823,0.9813,0.9826,0.9396,0.9074,0.9810,0.9743,0.9830,0.9820,0.9791,0.9156,0.9809,0.9801,0.9718,0.9800,0.9651,0.9789
5.1268,0.8587,1.0000,0.9438,0.9547,0.9529,0.9663,0.9522,0.9136,0.9408,0.9492,0.9547,0.9516,0.9544,0.9551,0.9582,0.9584,0.9535,0.9470,0.9541,0.9129,0.9442,0.9541,0.9529,0.9572,0.9466,0.9517,0.9523,0.9493,0.9535,0.9472,0.9055,0.9553,0.9341,0.9541,0.9569,0.9570,0.9529,0.9559,0.9221,0.8968,0.9523,0.9518,0.9572,0.9584,0.9538,0.9024,0.9517,0.9498,0.9481,0.9514,0.9452,0.9468
5.4112,0.8587,1.0000,0.8946,0.9092,0.9055,0.9325,0.9043,0.8778,0.8948,0.8982,0.9092,0.9041,0.9110,0.9114,0.9166,0.9166,0.9068,0.9038,0.9080,0.8743,0.9004,0.9080,0.9055,0.9141,0.8943,0.9031,0.9054,0.8993,0.9068,0.9051,0.8697,0.9104,0.8940,0.9080,0.9151,0.9141,0.9055,0.9117,0.8834,0.8723,0.9043,0.9116,0.9141,0.9176,0.9098,0.8708,0.9031,0.8994,0.9064,0.9030,0.9066,0.8933
